,snippet_id,blog_post_id,blog_post_name,blog_post_title,h1_tag,h2_tag,h3_tag,snippet_heading,snippet_image,snippet_image_source,snippet_inner_link,snippet_text,snippet_content,package_id,snippet_modified,short_code,is_active,blog_url,snippet_type,location,location_lat,location_long,formatted_address,country,state,district,pincode
105,102718,3046,adventure-holidays-in-india-for-summer,The Ultimate List of Adventure Holidays In India for Summer-13,The Ultimate List of Adventure Holidays In India for Summer,<h2>14. Trek to Dudhsagar Waterfalls</h2>,,<h2> Trek To Dudhsagar Waterfalls</h2>,"<img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Dudhsagar-Falls1.jpg"" alt=""The gushing Dudhsagar waterfall, Karnataka"">",https://trippinonlife.files.wordpress.com/2012/09/img_1130.jpg,,"<div> </div> <p><a class=""imagesource-link"" href=""https://trippinonlife.files.wordpress.com/2012/09/img_1130.jpg"" target=""_blank"" rel=""nofollow""> </a><br>\nTrek to one of the worlds most exquisite falls and Indias fifth tallest waterfalls located on the Mandovi River, on the Goa-Karnataka border. During monsoons, the water plummets from over thousands of meters forming spectacular panoramic views, attracting tourists and trekkers alike. Get those backpacks out and get set for a 24 Km trek to these charismatic falls.</p>","<h2> Trek To Dudhsagar Waterfalls</h2><br/><img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Dudhsagar-Falls1.jpg"" alt=""The gushing Dudhsagar waterfall, Karnataka""><br/><p><a class='imagesource-link' href='https://trippinonlife.files.wordpress.com/2012/09/img_1130.jpg' target='_blank' rel='nofollow'>Image Source</a></p><div> </div> <p><a class=""imagesource-link"" href=""https://trippinonlife.files.wordpress.com/2012/09/img_1130.jpg"" target=""_blank"" rel=""nofollow""> </a><br>\nTrek to one of the worlds most exquisite falls and Indias fifth tallest waterfalls located on the Mandovi River, on the Goa-Karnataka border. During monsoons, the water plummets from over thousands of meters forming spectacular panoramic views, attracting tourists and trekkers alike. Get those backpacks out and get set for a 24 Km trek to these charismatic falls.</p>",0,2018-11-02 08:49:03,[ls_content_block id=102718],1,https://traveltriangle.com/blog/adventure-holidays-in-india-for-summer/,,,,,,,,,
106,102719,3046,adventure-holidays-in-india-for-summer,The Ultimate List of Adventure Holidays In India for Summer-14,The Ultimate List of Adventure Holidays In India for Summer,<h2>15. Hot Air Balloon rides in Lonavala</h2>,,<h2> Hot Air Balloon Rides In Lonavala</h2>,"<img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Hot-Air-balloon.jpg"" alt=""Hot air balloon ride in the Western Ghats"">",,"<strong>Must Read:</strong> <a href=""https://traveltriangle.com/blog/best-destinations-in-india-for-hot-air-balloon-ride/"" target=""_blank"">Best Destinations in India for Hot Air Balloon Ride</a>","<div> </div> <p>The pleasant hill town in the Western Ghats, famous for its picturesque landscapes, bickering brooks and lush rolling slopes fascinates travellers from the bustling cities of Maharashtra. The one hour hot air balloon ride starts early in the morning, flies up to the height of 1200 feet offering the most captivating birds eye view of the valleys of Lonavala.</p> <p style=""text-align: center;""></p>","<h2> Hot Air Balloon Rides In Lonavala</h2><br/><img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Hot-Air-balloon.jpg"" alt=""Hot air balloon ride in the Western Ghats""><br/><div> </div> <p>The pleasant hill town in the Western Ghats, famous for its picturesque landscapes, bickering brooks and lush rolling slopes fascinates travellers from the bustling cities of Maharashtra. The one hour hot air balloon ride starts early in the morning, flies up to the height of 1200 feet offering the most captivating birds eye view of the valleys of Lonavala.</p> <p style=""text-align: center;""></p>",0,2018-11-02 08:49:03,[ls_content_block id=102719],1,https://traveltriangle.com/blog/adventure-holidays-in-india-for-summer/,,,,,,,,,
107,102720,3046,adventure-holidays-in-india-for-summer,The Ultimate List of Adventure Holidays In India for Summer-15,The Ultimate List of Adventure Holidays In India for Summer,<h2>16. Sea Walking in Goa or Andaman</h2>,,<h2> Sea Walking In Goa Or Andaman</h2>,"<img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Sea-Walking-In-Andaman.jpg"" alt=""Couple sea walking in Andaman"">",https://qph.ec.quoracdn.net/main-qimg-8cc92aac592c5bd3df0dd925cde5f42b-c-convert_to_webp=true,"<strong>Must Read:</strong> <a href=""https://traveltriangle.com/blog/places-to-visit-in-andaman/"" target=""_blank"">Top 12 Places To Visit In Andaman</a>","<div> </div> <p><a class=""imagesource-link"" href=""https://qph.ec.quoracdn.net/main-qimg-8cc92aac592c5bd3df0dd925cde5f42b-c-convert_to_webp=true"" target=""_blank"" rel=""nofollow""> </a><br>\nEver wondered how exciting it would be to walk under the sea, to spectate the exquisite corals, the vibrant marine creatures and glinting sea bed- It just doesnt sound fascinating but it truly is! Go Goa or head to North Bay Beach, <a href=""https://traveltriangle.com/travel-to/67-Andaman-utm_source=Blog_gn"" target=""_blank"">Andaman Islands</a> and get awestruck by the stunning views underwater.</p> <p style=""text-align: center;""></p>","<h2> Sea Walking In Goa Or Andaman</h2><br/><img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Sea-Walking-In-Andaman.jpg"" alt=""Couple sea walking in Andaman""><br/><p><a class='imagesource-link' href='https://qph.ec.quoracdn.net/main-qimg-8cc92aac592c5bd3df0dd925cde5f42b-c-convert_to_webp=true' target='_blank' rel='nofollow'>Image Source</a></p><div> </div> <p><a class=""imagesource-link"" href=""https://qph.ec.quoracdn.net/main-qimg-8cc92aac592c5bd3df0dd925cde5f42b-c-convert_to_webp=true"" target=""_blank"" rel=""nofollow""> </a><br>\nEver wondered how exciting it would be to walk under the sea, to spectate the exquisite corals, the vibrant marine creatures and glinting sea bed- It just doesnt sound fascinating but it truly is! Go Goa or head to North Bay Beach, <a href=""https://traveltriangle.com/travel-to/67-Andaman-utm_source=Blog_gn"" target=""_blank"">Andaman Islands</a> and get awestruck by the stunning views underwater.</p> <p style=""text-align: center;""></p>",0,2018-11-02 08:49:03,[ls_content_block id=102720],1,https://traveltriangle.com/blog/adventure-holidays-in-india-for-summer/,,,,,,,,,
108,102721,3046,adventure-holidays-in-india-for-summer,The Ultimate List of Adventure Holidays In India for Summer-16,The Ultimate List of Adventure Holidays In India for Summer,<h2>17. Surfing in Chennai</h2>,,<h2> Surfing In Chennai</h2>,"<img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Surfing-In-Chennai.jpg"" alt=""High tide sea surfing in Chennai"">",http://www.flickr.com/photos/20252124@N00/10509912303,,"<div> </div> <p><a class=""imagesource-link"" href=""http://www.flickr.com/photos/20252124@N00/10509912303"" target=""_blank"" rel=""nofollow""> </a><br>\nIf youre seeking an odd arduous adventure, you must try gliding over the mighty sea waves of the Indian Ocean. Beware, these waves are high and strong. For those who wish they could surf over the luminous salty waters, you can advantage from surfing classes, where youll have unlimited fun slithering over the waves -- a wild daunting experience!<br><strong>Where else:</strong> Goa</p>","<h2> Surfing In Chennai</h2><br/><img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Surfing-In-Chennai.jpg"" alt=""High tide sea surfing in Chennai""><br/><p><a class='imagesource-link' href='http://www.flickr.com/photos/20252124@N00/10509912303' target='_blank' rel='nofollow'>Image Source</a></p><div> </div> <p><a class=""imagesource-link"" href=""http://www.flickr.com/photos/20252124@N00/10509912303"" target=""_blank"" rel=""nofollow""> </a><br>\nIf youre seeking an odd arduous adventure, you must try gliding over the mighty sea waves of the Indian Ocean. Beware, these waves are high and strong. For those who wish they could surf over the luminous salty waters, you can advantage from surfing classes, where youll have unlimited fun slithering over the waves -- a wild daunting experience!<br><strong>Where else:</strong> Goa</p>",0,2018-11-02 08:49:03,[ls_content_block id=102721],1,https://traveltriangle.com/blog/adventure-holidays-in-india-for-summer/,,,,,,,,,
109,102722,3046,adventure-holidays-in-india-for-summer,The Ultimate List of Adventure Holidays In India for Summer-17,The Ultimate List of Adventure Holidays In India for Summer,<h2>18. Camping in Kullu</h2>,,<h2> Camping In Kullu</h2>,"<img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Camping-in-Kullu.jpg"" alt=""Camping and bon fire in Kullu"">",http://4.bp.blogspot.com/_Xs4dzGEFgnk/TQiLRWSGpEI/AAAAAAAAH3w/_o5tmhOwN68/s1600/Last+Stretch+of+Third+Day+to+reach+the+most+beautiful+camping+site+called+Kullu+Sarahan+-+MTB+Himachal+2010-1.jpg,,"<div> </div> <p><a class=""imagesource-link"" href=""http://4.bp.blogspot.com/_Xs4dzGEFgnk/TQiLRWSGpEI/AAAAAAAAH3w/_o5tmhOwN68/s1600/Last+Stretch+of+Third+Day+to+reach+the+most+beautiful+camping+site+called+Kullu+Sarahan+-+MTB+Himachal+2010-1.jpg"" target=""_blank"" rel=""nofollow""> </a><br>\nFancy a perfect getaway from the bustling city into the woods, by the river bank, a bonfire night, some star gazing and barbecue- Tag your love alone, call your friends and get ready to camp in Kullu. With an array of camps to choose from as per your budget, the charming hill town is a perfect retreat for adventure lovers!<br><strong>Where else:</strong> Rishikesh, Kudremukh, Coorg, Chilika Lake, Manali</p>","<h2> Camping In Kullu</h2><br/><img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Camping-in-Kullu.jpg"" alt=""Camping and bon fire in Kullu""><br/><p><a class='imagesource-link' href='http://4.bp.blogspot.com/_Xs4dzGEFgnk/TQiLRWSGpEI/AAAAAAAAH3w/_o5tmhOwN68/s1600/Last+Stretch+of+Third+Day+to+reach+the+most+beautiful+camping+site+called+Kullu+Sarahan+-+MTB+Himachal+2010-1.jpg' target='_blank' rel='nofollow'>Image Source</a></p><div> </div> <p><a class=""imagesource-link"" href=""http://4.bp.blogspot.com/_Xs4dzGEFgnk/TQiLRWSGpEI/AAAAAAAAH3w/_o5tmhOwN68/s1600/Last+Stretch+of+Third+Day+to+reach+the+most+beautiful+camping+site+called+Kullu+Sarahan+-+MTB+Himachal+2010-1.jpg"" target=""_blank"" rel=""nofollow""> </a><br>\nFancy a perfect getaway from the bustling city into the woods, by the river bank, a bonfire night, some star gazing and barbecue- Tag your love alone, call your friends and get ready to camp in Kullu. With an array of camps to choose from as per your budget, the charming hill town is a perfect retreat for adventure lovers!<br><strong>Where else:</strong> Rishikesh, Kudremukh, Coorg, Chilika Lake, Manali</p>",0,2018-11-02 08:49:03,[ls_content_block id=102722],1,https://traveltriangle.com/blog/adventure-holidays-in-india-for-summer/,,,,,,,,,
110,102723,3046,adventure-holidays-in-india-for-summer,The Ultimate List of Adventure Holidays In India for Summer-18,The Ultimate List of Adventure Holidays In India for Summer,<h2>19. Microlight Flying in Bangalore or Mysore</h2>,,<h2> Microlight Flying In Bangalore Or Mysore</h2>,"<img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Microflight-in-Bangalor.jpg"" alt=""Microlght Flying in Bangalore"">",,,"<div> </div> <p>Sit in the airplane cockpit, control this two-seater aircraft and fly over the scenic landscapes of the city. One of the safest adventure sports, you could try Microlight flying at Jakkur Aerodrome and <a href=""https://traveltriangle.com/places-near/Mysore-utm_source=Blog_gn"" target=""_blank"">Mysore</a> Airport. Whats more- Microlight flying can be done anytime throughout the year and the flights are cancelled only in extreme weather conditions.</p>","<h2> Microlight Flying In Bangalore Or Mysore</h2><br/><img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Microflight-in-Bangalor.jpg"" alt=""Microlght Flying in Bangalore""><br/><div> </div> <p>Sit in the airplane cockpit, control this two-seater aircraft and fly over the scenic landscapes of the city. One of the safest adventure sports, you could try Microlight flying at Jakkur Aerodrome and <a href=""https://traveltriangle.com/places-near/Mysore-utm_source=Blog_gn"" target=""_blank"">Mysore</a> Airport. Whats more- Microlight flying can be done anytime throughout the year and the flights are cancelled only in extreme weather conditions.</p>",0,2018-11-02 08:49:03,[ls_content_block id=102723],1,https://traveltriangle.com/blog/adventure-holidays-in-india-for-summer/,,,,,,,,,
111,102724,3046,adventure-holidays-in-india-for-summer,The Ultimate List of Adventure Holidays In India for Summer-19,The Ultimate List of Adventure Holidays In India for Summer,<h2>20. Wildlife Safari in Periyar</h2>,,<h2> Wildlife Safari In Periyar</h2>,"<img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Bamboo-rafting-Wayanad.jpg"" alt=""People enjoying a bamboo- raft ride in Wayanad, Kerala"">",http://tripplanners.co.in/blogs/wp-content/uploads/2014/09/bamboorafting.jpg,"<strong>Further Read:</strong> <a href=""https://traveltriangle.com/blog/water-adventures-in-india-for-couples/"" target=""_blank"">10 Refreshingly Insane Water-Adventures In India For Couples</a>","<div> </div> <p><a class=""imagesource-link"" href=""http://tripplanners.co.in/blogs/wp-content/uploads/2014/09/bamboorafting.jpg"" target=""_blank"" rel=""nofollow""> </a><br>\nPeriyar National Park is one of the most magnificent national parks in the entire country -- a home to some of the most endangered and exotic wildlife species. But what makes the entire experience worthwhile are the Bamboo rafts. Go for Bamboo rafting in Periyar Lake and be a spectator to the fascinating wildlife in their most natural habitats.</p> <p>Theres no dearth of adventure destinations in India. While youre sitting in that cubicle and killing the adrenaline rush in you, a lot of those adventure junkies are trekking, diving and experiencing life. You could too. All you need to do is take some time out from that busy life, plan a holiday and get going!</p> <p style=""text-align: center;""></p>  <p></p>","<h2> Wildlife Safari In Periyar</h2><br/><img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Bamboo-rafting-Wayanad.jpg"" alt=""People enjoying a bamboo- raft ride in Wayanad, Kerala""><br/><p><a class='imagesource-link' href='http://tripplanners.co.in/blogs/wp-content/uploads/2014/09/bamboorafting.jpg' target='_blank' rel='nofollow'>Image Source</a></p><div> </div> <p><a class=""imagesource-link"" href=""http://tripplanners.co.in/blogs/wp-content/uploads/2014/09/bamboorafting.jpg"" target=""_blank"" rel=""nofollow""> </a><br>\nPeriyar National Park is one of the most magnificent national parks in the entire country -- a home to some of the most endangered and exotic wildlife species. But what makes the entire experience worthwhile are the Bamboo rafts. Go for Bamboo rafting in Periyar Lake and be a spectator to the fascinating wildlife in their most natural habitats.</p> <p>Theres no dearth of adventure destinations in India. While youre sitting in that cubicle and killing the adrenaline rush in you, a lot of those adventure junkies are trekking, diving and experiencing life. You could too. All you need to do is take some time out from that busy life, plan a holiday and get going!</p> <p style=""text-align: center;""></p>  <p></p>",0,2018-11-02 08:49:03,[ls_content_block id=102724],1,https://traveltriangle.com/blog/adventure-holidays-in-india-for-summer/,,,,,,,,,
112,102725,3075,wildlife-experience-india,13 Places You Need To Visit For The Best Wildlife Experience in India-0,13 Places You Need To Visit For The Best Wildlife Experience in India,"<h2>1. Ranthambore National Park, Rajasthan</h2>",,"<h2> Ranthambore National Park, Rajasthan</h2>","<img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Ranthambore-National-Park-Rajasthan.jpg"" alt=""Capture tigers at Ranthambore National Park, Rajasthan"">",,,"<p>This National Park is located in <a href=""https://traveltriangle.com/travel-to/63-Rajasthan-utm_source=Blog_gn"" target=""_blank"">Rajasthan</a> and was previously a famous hunting ground for the Maharajas. Now a wildlife conservation park, this park is most famous for its Tiger trails and Bird watching tours.</p> <div> </div> <p><strong>How to get there:</strong> The Park is three hours drive from Jaipur.</p> <p><strong>Things to do:</strong> Bakula has a lot of waterholes and hence is crowded with wildlife. The Raj Bagh ruins are ancient ruined structures, domes and arches. The Padam Talao is another lake worth visiting. The Ranthambore fort is ideally located. The view from the top is mesmerizing.</p> <p><strong>Species to see:</strong> Tigers, leopards, Hyenas, Jackals, Jungle cats, Indian Foxes and a wide range of birds like Pelicans, Ibis, Flamingos, Egrets, Parakeets</p> <p><strong>Opening/Closing times:</strong> The Park is open from October to June. It is closed for the remaining months of the year. The morning trip is from 6.30 am to 10 am. And the evening trip is from 2.30 pm to 6 pm. The Charges are around Rs. 75 for an Indian national in a canter and Rs. 131 for an Indian national in a gypsy. For foreign nationals it is Rs. 475 in a canter and Rs. 530 in a gypsy.</p> <p><strong>Where to stay:</strong> Taj Sawai, Tree House Anuraga, Tiger Den resort, the tiger villa, Tiger moon resort, Sanctuary resort, Ankur resort</p> <p><strong>Adventure Tip:</strong>-You could soar high in the sky in a <a href=""https://traveltriangle.com/blog/best-destinations-in-india-for-hot-air-balloon-ride/"" target=""_blank"">hot air balloon</a> for some spectacular views of the National Park.</p>  <p></p>","<h2> Ranthambore National Park, Rajasthan</h2><br/><img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Ranthambore-National-Park-Rajasthan.jpg"" alt=""Capture tigers at Ranthambore National Park, Rajasthan""><br/><p>This National Park is located in <a href=""https://traveltriangle.com/travel-to/63-Rajasthan-utm_source=Blog_gn"" target=""_blank"">Rajasthan</a> and was previously a famous hunting ground for the Maharajas. Now a wildlife conservation park, this park is most famous for its Tiger trails and Bird watching tours.</p> <div> </div> <p><strong>How to get there:</strong> The Park is three hours drive from Jaipur.</p> <p><strong>Things to do:</strong> Bakula has a lot of waterholes and hence is crowded with wildlife. The Raj Bagh ruins are ancient ruined structures, domes and arches. The Padam Talao is another lake worth visiting. The Ranthambore fort is ideally located. The view from the top is mesmerizing.</p> <p><strong>Species to see:</strong> Tigers, leopards, Hyenas, Jackals, Jungle cats, Indian Foxes and a wide range of birds like Pelicans, Ibis, Flamingos, Egrets, Parakeets</p> <p><strong>Opening/Closing times:</strong> The Park is open from October to June. It is closed for the remaining months of the year. The morning trip is from 6.30 am to 10 am. And the evening trip is from 2.30 pm to 6 pm. The Charges are around Rs. 75 for an Indian national in a canter and Rs. 131 for an Indian national in a gypsy. For foreign nationals it is Rs. 475 in a canter and Rs. 530 in a gypsy.</p> <p><strong>Where to stay:</strong> Taj Sawai, Tree House Anuraga, Tiger Den resort, the tiger villa, Tiger moon resort, Sanctuary resort, Ankur resort</p> <p><strong>Adventure Tip:</strong>-You could soar high in the sky in a <a href=""https://traveltriangle.com/blog/best-destinations-in-india-for-hot-air-balloon-ride/"" target=""_blank"">hot air balloon</a> for some spectacular views of the National Park.</p>  <p></p>",0,2018-11-02 08:49:04,[ls_content_block id=102725],1,https://traveltriangle.com/blog/wildlife-experience-india/,,,,,,,,,
113,102726,3075,wildlife-experience-india,13 Places You Need To Visit For The Best Wildlife Experience in India-1,13 Places You Need To Visit For The Best Wildlife Experience in India,"<h2>2. Sunderbans National Park, West Bengal</h2>",,"<h2> Sunderbans National Park, West Bengal</h2>","<img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Sunderbans-National-Park-West-Bengal.jpg"" alt=""The Royal Bengal Tiger at Sunderbans National Park, West Bengal"">",,"<strong>Must Read:</strong> <a href=""https://traveltriangle.com/blog/long-weekend-trips-for-2015/"" target=""_blank"">Your Long Weekend Travel Calendar for 2015</a>","<p>It is said that whether you spot a Tiger at Sunderbans or no, it is sure to have spotted you. Sunderbans with its marshy land, dense mangroves and Tigers, is a naturalist’s paradise. Spread over 54 islands, it extends into neighboring Bangladesh.</p> <div> </div> <p><strong>How to get there:</strong> The Park is around 95 kms from Kolkata</p> <p><strong>Things to do:</strong> Go on a Tiger trail, See the various watch towers and the crocodile park</p> <p><strong>Species to see:</strong> The Royal Bengal Tiger, Crocodiles, bull sharks, primates and snakes, dolphins</p> <p><strong>Opening/Closing times:</strong> It is best to visit the park between September and May. Entry fee is Rs. 15 for an Indian and Rs. 150 for a foreigner. An extra charge of Rs. 300 is levied for a camera.</p> <p><strong>Where to stay:</strong> Sunderbans Tiger camp, United 21 Resort</p> <p><strong>Adventure Tip:</strong>-This national park offers a unique experience of <a href=""https://traveltriangle.com/blog/cruise-vacations-in-india/"" target=""_blank"">cruising in the waters</a> &amp; spotting the wildlife alongside.</p> <p></p>","<h2> Sunderbans National Park, West Bengal</h2><br/><img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Sunderbans-National-Park-West-Bengal.jpg"" alt=""The Royal Bengal Tiger at Sunderbans National Park, West Bengal""><br/><p>It is said that whether you spot a Tiger at Sunderbans or no, it is sure to have spotted you. Sunderbans with its marshy land, dense mangroves and Tigers, is a naturalist’s paradise. Spread over 54 islands, it extends into neighboring Bangladesh.</p> <div> </div> <p><strong>How to get there:</strong> The Park is around 95 kms from Kolkata</p> <p><strong>Things to do:</strong> Go on a Tiger trail, See the various watch towers and the crocodile park</p> <p><strong>Species to see:</strong> The Royal Bengal Tiger, Crocodiles, bull sharks, primates and snakes, dolphins</p> <p><strong>Opening/Closing times:</strong> It is best to visit the park between September and May. Entry fee is Rs. 15 for an Indian and Rs. 150 for a foreigner. An extra charge of Rs. 300 is levied for a camera.</p> <p><strong>Where to stay:</strong> Sunderbans Tiger camp, United 21 Resort</p> <p><strong>Adventure Tip:</strong>-This national park offers a unique experience of <a href=""https://traveltriangle.com/blog/cruise-vacations-in-india/"" target=""_blank"">cruising in the waters</a> &amp; spotting the wildlife alongside.</p> <p></p>",0,2018-11-02 08:49:04,[ls_content_block id=102726],1,https://traveltriangle.com/blog/wildlife-experience-india/,,,,,,,,,
114,102727,3075,wildlife-experience-india,13 Places You Need To Visit For The Best Wildlife Experience in India-2,13 Places You Need To Visit For The Best Wildlife Experience in India,"<h2>3. Jim Corbett National Park, Uttarakhand</h2>",,"<h2> Jim Corbett National Park, Uttarakhand</h2>","<img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Jim-Corbett-National-Park-Uttarakhand.jpg"" alt=""Capture wildlife on jeep safari at Jim Corbett National Park, Uttarakhand"">",,,"<p>Situated in the mountainous district of Nainital, Jim Corbett National Park which is a part of the larger Corbett Tiger reserve is home to a large number of tigers. If you are lucky, you may spot a white tiger as well.</p> <div> </div> <p><strong>How to get there:</strong> Nainital is around five hours drive from Delhi.</p> <p><strong>Things to do:</strong> Drive around the park to catch a glimpse of the wildlife, try angling at Kosi River, visit the Corbett falls</p> <p><strong>Species to see:</strong> Tigers, Spotted deer, Elephants, Golden jackal, sambar deers</p> <p><strong>Opening/Closing times:</strong> Best to visit the park is from 15th November to 15th June. The Park is open from 6 am to 10 am and then from 2 pm to 6 pm. The Park charges are Rs. 200 for an Indian national and Rs. 1000 for a foreigner.</p> <p><strong>Where to stay:</strong> Aahana The Corbett Wilderness, The river view retreat, The Den Corbett, Le roi Corbett</p> <p><strong>Adventure Tip:</strong> Enter the park with a permit and celebrate a peaceful <a href=""https://traveltriangle.com/blog/bonfire-places-in-india/"" target=""_blank"">bonfire night</a> amidst the wilderness.</p>","<h2> Jim Corbett National Park, Uttarakhand</h2><br/><img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Jim-Corbett-National-Park-Uttarakhand.jpg"" alt=""Capture wildlife on jeep safari at Jim Corbett National Park, Uttarakhand""><br/><p>Situated in the mountainous district of Nainital, Jim Corbett National Park which is a part of the larger Corbett Tiger reserve is home to a large number of tigers. If you are lucky, you may spot a white tiger as well.</p> <div> </div> <p><strong>How to get there:</strong> Nainital is around five hours drive from Delhi.</p> <p><strong>Things to do:</strong> Drive around the park to catch a glimpse of the wildlife, try angling at Kosi River, visit the Corbett falls</p> <p><strong>Species to see:</strong> Tigers, Spotted deer, Elephants, Golden jackal, sambar deers</p> <p><strong>Opening/Closing times:</strong> Best to visit the park is from 15th November to 15th June. The Park is open from 6 am to 10 am and then from 2 pm to 6 pm. The Park charges are Rs. 200 for an Indian national and Rs. 1000 for a foreigner.</p> <p><strong>Where to stay:</strong> Aahana The Corbett Wilderness, The river view retreat, The Den Corbett, Le roi Corbett</p> <p><strong>Adventure Tip:</strong> Enter the park with a permit and celebrate a peaceful <a href=""https://traveltriangle.com/blog/bonfire-places-in-india/"" target=""_blank"">bonfire night</a> amidst the wilderness.</p>",0,2018-11-02 08:49:04,[ls_content_block id=102727],1,https://traveltriangle.com/blog/wildlife-experience-india/,,,,,,,,,
115,102728,3075,wildlife-experience-india,13 Places You Need To Visit For The Best Wildlife Experience in India-3,13 Places You Need To Visit For The Best Wildlife Experience in India,"<h2>4. Gir National Park, Gujarat</h2>",,"<h2> Gir National Park, Gujarat</h2>","<img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Gir-National-Park-Gujarat.jpg"" alt=""Asiatic lions at The Gir National forest in Gujarat"">",,,"<p>The Gir National forest in <a href=""https://traveltriangle.com/trips/9-Incredible-Gujarat"" target=""_blank"">Gujarat</a> is best known for its Asiatic lions. Gujarat tourism is synonymous with the Gir Lions. If you want to enjoy an exciting safari and catch a good look of the king of the jungle, then head straight to Gir.</p> <div> </div> <p><strong>How to get there:</strong> Junagadh is the closest city to Gir national Park. Junagadh has a railway station that connects it to bigger cities like Ahmedabad</p> <p><strong>Things to do:</strong> Go for the lion safari and get up and close with the king of the jungle, also try boating amongst the many lakes in Gir</p> <p><strong>Species to see:</strong> Asiatic Lions, Indian leopards, sloth bears, jungle cats, striped hyenas, snakes, blackbucks, crocodiles, monitor lizards</p> <p><strong>Opening/Closing times:</strong> The Park is open from 16th October to 15th June every year. The morning timings are from 6 am to 12 pm. and then evening timings are from 3 pm to 6 pm. The Charges are Rs. 4000 for upto 6 Indian Nationals travelling in a jeep. And Rs, 10, 000 for upto 6 foreign nationals travelling by jeep.</p> <p><strong>Where to stay:</strong> Gir Jungle resort, the gateway hotel, Anil farm house, Gir Lion’s paw resort, Hotel Umang</p>","<h2> Gir National Park, Gujarat</h2><br/><img src=""https://traveltriangle.com/blog/wp-content/uploads/2015/03/Gir-National-Park-Gujarat.jpg"" alt=""Asiatic lions at The Gir National forest in Gujarat""><br/><p>The Gir National forest in <a href=""https://traveltriangle.com/trips/9-Incredible-Gujarat"" target=""_blank"">Gujarat</a> is best known for its Asiatic lions. Gujarat tourism is synonymous with the Gir Lions. If you want to enjoy an exciting safari and catch a good look of the king of the jungle, then head straight to Gir.</p> <div> </div> <p><strong>How to get there:</strong> Junagadh is the closest city to Gir national Park. Junagadh has a railway station that connects it to bigger cities like Ahmedabad</p> <p><strong>Things to do:</strong> Go for the lion safari and get up and close with the king of the jungle, also try boating amongst the many lakes in Gir</p> <p><strong>Species to see:</strong> Asiatic Lions, Indian leopards, sloth bears, jungle cats, striped hyenas, snakes, blackbucks, crocodiles, monitor lizards</p> <p><strong>Opening/Closing times:</strong> The Park is open from 16th October to 15th June every year. The morning timings are from 6 am to 12 pm. and then evening timings are from 3 pm to 6 pm. The Charges are Rs. 4000 for upto 6 Indian Nationals travelling in a jeep. And Rs, 10, 000 for upto 6 foreign nationals travelling by jeep.</p> <p><strong>Where to stay:</strong> Gir Jungle resort, the gateway hotel, Anil farm house, Gir Lion’s paw resort, Hotel Umang</p>",0,2018-11-02 08:49:04,[ls_content_block id=102728],1,https://traveltriangle.com/blog/wildlife-experience-india/,,,,,,,,,
